Algorithm,Mean,Std
TD3-BC,0.37205956048435634,0.12181667653061695
CQL,11.881297959221733,0.1213467312558554
Ensemble,0.30716949039035374,0.04441453238212029
BEAR,0.3284787187973659,1.4336479145379546
UWAC,0.5300275650289323,0.11632519279489388
MOPO,0.02904219283825821,0.00042326802407718466
APTQ-CQL,8.918663183848063,0.16304250242356502
